,0
0,0.72
1,0.72
2,0.8
3,0.76
4,0.84
5,0.72
6,0.88
7,0.84
8,0.88
9,0.88
10,0.8
11,0.84
12,0.84
13,0.84
14,0.96
15,0.84
16,0.96
17,0.92
18,0.72
19,0.92
20,1.0
21,0.88
22,0.88
23,0.96
24,0.92
25,0.92
26,0.96
27,0.88
28,0.88
29,0.88
30,0.8
31,0.88
32,0.96
33,0.92
34,0.92
35,0.96
36,0.88
37,0.96
38,0.96
39,0.92
40,0.84
41,0.92
42,0.76
43,0.84
44,0.88
45,0.88
46,0.84
47,0.88
48,0.96
49,0.96
50,0.92
51,0.84
52,0.92
53,0.96
54,0.92
55,1.0
56,0.92
57,0.92
58,1.0
59,0.96
60,0.88
61,0.96
62,1.0
63,0.84
64,1.0
65,1.0
66,0.96
67,0.76
68,1.0
69,0.92
70,0.92
71,0.96
72,1.0
73,0.88
74,0.96
75,0.88
76,0.96
77,0.92
78,0.96
79,0.92
80,0.88
81,1.0
82,0.92
83,0.84
84,0.92
85,0.92
86,0.96
87,0.88
88,0.96
89,0.96
90,0.88
91,0.92
92,0.84
93,0.88
94,0.92
95,0.92
96,0.92
97,1.0
98,1.0
99,0.92
100,1.0
101,0.96
102,0.96
103,0.88
104,0.96
105,0.96
106,0.92
107,0.84
108,0.88
109,0.88
110,0.88
111,0.96
112,0.96
113,0.96
114,0.84
115,0.96
116,0.88
117,0.88
118,0.88
119,0.96
120,0.96
121,1.0
122,0.92
123,0.88
124,0.92
125,0.92
126,0.88
127,0.88
128,0.96
129,0.96
130,1.0
131,0.92
132,0.92
133,0.92
134,0.92
135,0.92
136,0.92
137,0.92
138,0.96
139,0.96
140,1.0
141,0.96
142,1.0
143,0.96
144,0.88
145,0.96
146,0.96
147,0.88
148,0.92
149,1.0
150,0.84
151,0.92
152,1.0
153,1.0
154,0.88
155,0.88
156,1.0
157,0.92
158,0.96
159,0.96
160,1.0
161,0.96
162,0.96
163,0.96
164,0.96
165,0.84
166,0.88
167,0.96
168,0.96
169,0.92
170,0.92
171,0.96
172,0.96
173,0.92
174,0.92
175,1.0
176,0.92
177,0.92
178,0.96
179,0.92
180,0.96
181,0.96
182,0.92
183,0.96
184,0.96
185,0.88
186,0.92
187,0.96
188,0.88
189,0.88
190,1.0
191,0.84
192,0.92
193,0.92
194,0.92
195,0.96
196,0.88
197,0.92
198,0.84
199,0.84
200,0.92
