,0
0,0.48
1,0.72
2,0.84
3,0.84
4,0.8
5,0.76
6,0.8
7,0.92
8,0.92
9,0.72
10,0.8
11,0.8
12,0.88
13,0.88
14,0.84
15,0.96
16,0.84
17,0.8
18,0.88
19,0.72
20,0.96
21,0.96
22,1.0
23,0.84
24,0.96
25,0.96
26,0.8
27,0.92
28,1.0
29,0.84
30,0.92
31,0.88
32,0.88
33,0.76
34,0.76
35,0.96
36,0.84
37,0.76
38,0.88
39,0.88
40,0.8
41,0.84
42,0.76
43,0.96
44,0.72
45,0.92
46,0.96
47,0.6
48,0.72
49,0.92
50,0.96
51,0.92
52,0.84
53,0.8
54,0.92
55,0.88
56,0.88
57,0.88
58,0.88
59,0.84
60,0.84
61,0.92
62,0.84
63,1.0
64,0.92
65,0.84
66,0.92
67,0.84
68,0.88
69,0.84
70,1.0
71,1.0
72,0.92
73,0.84
74,0.76
75,0.76
76,0.84
77,0.92
78,0.76
79,0.8
80,0.92
81,0.92
82,0.92
83,0.84
84,0.92
85,0.72
86,0.84
87,0.84
88,1.0
89,0.8
90,0.88
91,0.88
92,0.84
93,0.84
94,0.84
95,0.88
96,0.88
97,0.96
98,0.8
99,0.92
100,0.84
101,0.64
102,0.92
103,0.72
104,0.8
105,0.84
106,0.88
107,0.84
108,0.96
109,0.92
110,0.92
111,0.92
112,0.88
113,0.92
114,0.96
115,0.92
116,0.8
117,0.92
118,0.8
119,0.8
120,0.84
121,0.88
122,0.88
123,0.88
124,0.92
125,0.92
126,0.88
127,0.92
128,0.88
129,0.88
130,0.88
131,0.96
132,0.92
133,0.84
134,0.8
135,0.84
136,0.92
137,0.88
138,0.92
139,0.96
140,0.84
141,0.92
142,0.92
143,0.88
144,0.88
145,0.88
146,0.92
147,0.92
148,0.96
149,0.96
150,0.72
151,0.92
152,0.88
153,0.92
154,0.92
155,0.88
156,0.88
157,0.8
158,0.88
159,0.8
160,0.76
161,0.88
162,0.96
163,0.88
164,0.88
165,0.92
166,0.84
167,0.8
168,0.88
169,0.84
170,0.84
171,1.0
172,0.84
173,0.92
174,0.92
175,0.8
176,0.88
177,0.96
178,0.88
179,0.84
180,0.88
181,0.88
182,0.96
183,0.76
184,0.8
185,1.0
186,0.84
187,0.92
188,0.76
189,0.92
190,0.96
191,0.88
192,0.92
193,0.88
194,0.88
195,0.84
196,0.8
197,0.92
198,0.88
199,0.88
200,0.88
