,0
0,0.68
1,0.76
2,0.92
3,0.72
4,0.88
5,0.88
6,0.8
7,0.84
8,0.92
9,0.84
10,1.0
11,0.76
12,0.84
13,0.84
14,0.96
15,0.92
16,0.92
17,0.8
18,0.88
19,0.96
20,0.92
21,0.92
22,0.88
23,1.0
24,0.88
25,0.92
26,0.72
27,0.8
28,0.84
29,0.84
30,0.96
31,0.96
32,0.96
33,0.88
34,0.84
35,0.92
36,0.96
37,0.84
38,0.92
39,0.92
40,0.92
41,1.0
42,0.92
43,0.84
44,0.96
45,0.92
46,0.84
47,0.76
48,0.76
49,0.8
50,0.84
51,0.88
52,0.88
53,0.88
54,0.92
55,0.92
56,0.84
57,0.84
58,1.0
59,0.92
60,0.88
61,0.92
62,0.84
63,0.92
64,0.88
65,0.92
66,0.84
67,0.88
68,0.76
69,0.8
70,0.96
71,0.92
72,0.96
73,0.76
74,0.92
75,0.8
76,0.96
77,0.92
78,0.96
79,0.88
80,0.96
81,0.88
82,0.88
83,1.0
84,0.8
85,0.88
86,0.72
87,0.92
88,0.96
89,0.88
90,0.84
91,0.88
92,0.96
93,0.92
94,0.88
95,0.92
96,0.92
97,0.84
98,0.8
99,0.92
100,0.88
101,0.92
102,0.88
103,0.96
104,0.96
105,0.88
106,0.88
107,0.92
108,0.84
109,0.8
110,0.88
111,0.8
112,1.0
113,0.88
114,0.92
115,0.84
116,0.88
117,0.88
118,0.92
119,0.88
120,0.96
121,0.88
122,0.92
123,0.96
124,0.88
125,0.88
126,1.0
127,0.84
128,0.92
129,0.84
130,0.84
131,0.92
132,1.0
133,0.92
134,0.92
135,0.68
136,0.92
137,0.92
138,0.88
139,0.8
140,0.96
141,0.88
142,0.88
143,0.96
144,0.92
145,0.96
146,0.88
147,0.92
148,0.84
149,0.88
150,0.96
151,0.84
152,0.96
153,0.88
154,0.96
155,0.92
156,0.84
157,0.88
158,0.72
159,0.92
160,0.92
161,0.96
162,0.88
163,0.88
164,0.96
165,0.92
166,0.88
167,0.84
168,0.92
169,0.88
170,0.88
171,0.92
172,0.8
173,0.88
174,0.88
175,0.84
176,0.76
177,0.92
178,0.88
179,0.92
180,0.88
181,0.72
182,0.84
183,0.88
184,0.84
185,0.84
186,1.0
187,0.8
188,0.92
189,0.84
190,0.96
191,0.84
192,0.84
193,0.84
194,0.92
195,0.96
196,0.96
197,0.84
198,0.96
199,0.88
200,1.0
