,0
0,0.76
1,0.92
2,0.92
3,0.96
4,0.84
5,0.96
6,0.96
7,0.92
8,0.92
9,1.0
10,0.96
11,0.96
12,0.84
13,0.84
14,0.92
15,0.92
16,0.92
17,0.88
18,0.96
19,1.0
20,0.92
21,0.88
22,0.88
23,1.0
24,0.96
25,0.92
26,1.0
27,0.92
28,1.0
29,0.96
30,0.96
31,0.96
32,0.96
33,0.84
34,1.0
35,0.96
36,0.96
37,0.92
38,1.0
39,1.0
40,0.92
41,0.88
42,0.88
43,1.0
44,0.92
45,1.0
46,1.0
47,0.88
48,0.96
49,0.96
50,0.96
51,0.96
52,0.96
53,1.0
54,0.96
55,1.0
56,0.92
57,0.96
58,1.0
59,0.96
60,1.0
61,0.96
62,0.84
63,0.92
64,0.96
65,1.0
66,1.0
67,0.96
68,0.96
69,0.88
70,1.0
71,0.92
72,0.96
73,0.96
74,0.96
75,1.0
76,0.96
77,0.92
78,0.92
79,1.0
80,0.96
81,0.88
82,1.0
83,1.0
84,0.92
85,0.96
86,0.92
87,0.96
88,0.96
89,0.96
90,0.88
91,1.0
92,0.96
93,0.88
94,0.96
95,0.92
96,0.84
97,0.92
98,1.0
99,1.0
100,0.96
101,0.92
102,0.96
103,0.96
104,0.92
105,0.92
106,0.96
107,0.92
108,0.8
109,0.96
110,0.88
111,1.0
112,0.92
113,0.92
114,0.92
115,0.96
116,0.96
117,0.96
118,0.92
119,0.92
120,0.96
121,1.0
122,1.0
123,1.0
124,0.92
125,0.92
126,0.92
127,0.92
128,0.96
129,0.88
130,0.8
131,0.92
132,0.96
133,0.96
134,0.96
135,0.96
136,0.92
137,1.0
138,0.92
139,0.96
140,1.0
141,0.96
142,1.0
143,1.0
144,0.96
145,0.96
146,0.96
147,0.84
148,0.92
149,0.92
150,1.0
151,1.0
152,0.88
153,0.92
154,1.0
155,0.96
156,0.92
157,0.96
158,0.96
159,0.96
160,0.96
161,0.96
162,0.88
163,0.92
164,1.0
165,0.92
166,0.92
167,0.96
168,1.0
169,0.96
170,0.96
171,0.96
172,1.0
173,0.88
174,1.0
175,0.96
176,0.92
177,0.84
178,0.92
179,1.0
180,1.0
181,0.92
182,0.96
183,0.96
184,0.96
185,0.96
186,0.96
187,0.92
188,0.96
189,0.96
190,1.0
191,0.88
192,0.96
193,1.0
194,1.0
195,1.0
196,0.8
197,0.92
198,0.88
199,0.96
200,0.84
