,0
0,0.8
1,0.76
2,0.84
3,0.84
4,0.92
5,0.72
6,0.92
7,0.84
8,0.88
9,0.88
10,0.92
11,0.96
12,0.88
13,0.96
14,0.88
15,0.76
16,0.96
17,0.96
18,0.84
19,0.96
20,0.72
21,0.88
22,0.8
23,0.88
24,0.68
25,0.88
26,0.92
27,0.88
28,1.0
29,0.92
30,0.92
31,0.84
32,0.96
33,0.92
34,0.96
35,0.88
36,0.92
37,0.96
38,0.92
39,1.0
40,0.88
41,0.84
42,0.88
43,0.96
44,0.88
45,0.96
46,0.92
47,0.88
48,0.88
49,0.88
50,0.88
51,0.92
52,0.92
53,0.92
54,0.88
55,0.96
56,0.88
57,0.92
58,0.88
59,0.8
60,0.92
61,0.92
62,0.92
63,1.0
64,0.72
65,0.96
66,0.88
67,0.76
68,0.92
69,0.88
70,0.88
71,0.92
72,0.88
73,0.8
74,0.88
75,0.84
76,0.8
77,0.84
78,0.88
79,0.92
80,0.92
81,0.84
82,0.92
83,0.96
84,0.92
85,0.88
86,0.84
87,0.92
88,0.96
89,0.96
90,0.88
91,0.84
92,0.84
93,0.92
94,0.84
95,0.84
96,0.84
97,0.92
98,0.92
99,0.96
100,0.96
101,0.92
102,0.88
103,0.88
104,0.88
105,0.84
106,0.92
107,0.76
108,0.96
109,1.0
110,0.96
111,0.88
112,0.92
113,0.76
114,0.92
115,0.88
116,0.92
117,0.96
118,0.92
119,0.8
120,0.96
121,0.96
122,0.92
123,0.96
124,0.96
125,0.96
126,0.84
127,0.88
128,0.8
129,0.96
130,0.96
131,0.92
132,0.96
133,0.92
134,0.92
135,0.8
136,0.92
137,0.84
138,0.92
139,0.8
140,0.96
141,0.88
142,0.88
143,0.84
144,0.92
145,0.88
146,0.84
147,0.88
148,0.88
149,0.84
150,0.96
151,1.0
152,0.96
153,0.92
154,0.92
155,0.88
156,0.92
157,0.72
158,0.96
159,0.6
160,0.92
161,0.96
162,0.96
163,0.96
164,0.96
165,0.8
166,0.88
167,0.88
168,0.92
169,0.92
170,0.84
171,0.84
172,0.88
173,0.92
174,0.8
175,1.0
176,0.8
177,0.88
178,1.0
179,0.96
180,0.88
181,0.84
182,0.96
183,0.92
184,0.8
185,1.0
186,0.96
187,0.76
188,0.92
189,0.96
190,0.92
191,0.76
192,0.84
193,0.84
194,0.88
195,0.84
196,0.88
197,0.92
198,0.88
199,0.92
200,0.84
