,0
0,0.8
1,0.84
2,0.8
3,0.84
4,0.8
5,0.88
6,0.76
7,0.8
8,0.8
9,0.84
10,0.92
11,0.84
12,0.92
13,0.92
14,0.88
15,1.0
16,0.88
17,0.92
18,0.84
19,0.96
20,0.76
21,0.88
22,0.88
23,0.88
24,0.84
25,0.8
26,0.6
27,0.96
28,0.88
29,0.88
30,0.84
31,0.88
32,0.8
33,0.92
34,0.88
35,0.84
36,0.84
37,0.84
38,0.96
39,0.92
40,0.88
41,0.92
42,1.0
43,0.88
44,0.92
45,0.88
46,0.72
47,0.84
48,0.84
49,0.76
50,0.92
51,0.92
52,0.8
53,0.92
54,0.92
55,0.88
56,0.84
57,0.72
58,0.92
59,0.76
60,0.76
61,0.92
62,0.92
63,0.84
64,0.8
65,0.68
66,1.0
67,0.96
68,0.92
69,0.72
70,0.92
71,0.88
72,0.84
73,0.92
74,0.92
75,0.88
76,0.96
77,0.88
78,0.8
79,0.88
80,0.84
81,0.96
82,0.84
83,0.96
84,0.84
85,0.88
86,0.96
87,0.84
88,0.88
89,0.88
90,0.88
91,0.96
92,0.96
93,0.92
94,0.92
95,0.8
96,0.84
97,0.88
98,0.84
99,0.96
100,0.92
101,0.88
102,0.92
103,0.92
104,0.96
105,0.76
106,0.88
107,0.84
108,0.96
109,0.88
110,0.88
111,0.84
112,0.88
113,0.92
114,0.84
115,0.96
116,0.92
117,0.84
118,0.88
119,0.84
120,0.96
121,0.92
122,0.88
123,0.72
124,0.96
125,0.92
126,0.92
127,0.88
128,0.8
129,0.92
130,0.88
131,0.96
132,0.88
133,0.8
134,0.84
135,0.96
136,0.8
137,0.92
138,0.92
139,0.8
140,0.84
141,0.84
142,0.84
143,0.92
144,0.96
145,0.88
146,0.88
147,1.0
148,0.92
149,0.88
150,0.88
151,0.92
152,0.76
153,0.96
154,0.88
155,0.96
156,0.92
157,0.92
158,0.96
159,0.92
160,0.92
161,0.92
162,0.88
163,0.92
164,0.88
165,0.92
166,0.84
167,0.92
168,0.8
169,0.84
170,0.92
171,0.84
172,0.92
173,0.92
174,0.8
175,0.88
176,0.92
177,0.8
178,0.88
179,0.88
180,0.92
181,0.96
182,0.88
183,0.96
184,0.88
185,0.96
186,0.76
187,0.8
188,0.88
189,0.76
190,0.96
191,0.76
192,0.88
193,0.92
194,0.76
195,0.96
196,0.92
197,0.88
198,0.88
199,0.88
200,0.88
