,0
0,0.68
1,0.92
2,0.88
3,1.0
4,0.88
5,0.92
6,0.92
7,0.88
8,0.88
9,0.96
10,0.92
11,0.84
12,1.0
13,0.88
14,0.88
15,1.0
16,0.96
17,1.0
18,0.96
19,0.96
20,0.92
21,1.0
22,1.0
23,0.92
24,0.96
25,0.92
26,1.0
27,0.96
28,0.96
29,0.92
30,0.96
31,0.92
32,1.0
33,0.88
34,0.92
35,0.88
36,0.96
37,0.92
38,0.96
39,0.8
40,0.88
41,1.0
42,0.96
43,0.92
44,0.96
45,1.0
46,0.96
47,0.96
48,0.96
49,0.96
50,0.92
51,0.92
52,1.0
53,0.96
54,0.84
55,1.0
56,0.88
57,0.8
58,0.92
59,0.96
60,0.92
61,0.96
62,1.0
63,0.96
64,1.0
65,0.88
66,0.88
67,1.0
68,0.96
69,0.96
70,0.96
71,0.92
72,1.0
73,0.96
74,1.0
75,1.0
76,0.96
77,1.0
78,0.96
79,0.96
80,0.96
81,1.0
82,0.96
83,1.0
84,0.92
85,1.0
86,0.88
87,1.0
88,0.88
89,0.88
90,0.96
91,0.96
92,0.96
93,0.92
94,0.84
95,0.88
96,0.96
97,0.92
98,1.0
99,0.92
100,1.0
101,0.92
102,1.0
103,0.92
104,1.0
105,0.88
106,0.96
107,1.0
108,0.84
109,0.96
110,0.96
111,0.92
112,0.92
113,0.92
114,0.96
115,0.96
116,0.92
117,1.0
118,0.92
119,0.96
120,1.0
121,0.96
122,1.0
123,0.92
124,0.92
125,0.88
126,1.0
127,1.0
128,1.0
129,0.92
130,1.0
131,0.92
132,0.92
133,0.84
134,0.92
135,0.92
136,0.96
137,0.92
138,1.0
139,0.96
140,0.92
141,0.96
142,0.96
143,0.96
144,0.96
145,0.88
146,1.0
147,1.0
148,0.92
149,0.96
150,1.0
151,0.92
152,0.92
153,0.92
154,0.96
155,0.96
156,0.96
157,0.96
158,0.96
159,0.96
160,0.96
161,0.84
162,1.0
163,1.0
164,0.96
165,0.92
166,0.92
167,0.96
168,1.0
169,1.0
170,0.92
171,0.88
172,1.0
173,0.96
174,0.96
175,0.92
176,0.92
177,0.96
178,0.96
179,1.0
180,0.96
181,1.0
182,0.92
183,0.84
184,0.96
185,0.96
186,0.92
187,1.0
188,0.96
189,0.96
190,1.0
191,0.92
192,0.88
193,1.0
194,0.88
195,0.92
196,0.96
197,0.84
198,0.96
199,1.0
200,0.92
