,0
0,0.8
1,0.92
2,0.92
3,0.92
4,1.0
5,0.92
6,0.92
7,0.96
8,1.0
9,1.0
10,0.96
11,1.0
12,0.88
13,1.0
14,1.0
15,0.96
16,0.92
17,0.96
18,0.96
19,0.92
20,0.92
21,1.0
22,0.96
23,0.84
24,0.92
25,0.92
26,0.96
27,0.92
28,0.96
29,0.84
30,0.92
31,0.88
32,0.84
33,1.0
34,0.84
35,0.96
36,0.96
37,0.96
38,0.92
39,0.92
40,0.88
41,0.92
42,1.0
43,0.96
44,0.92
45,0.84
46,1.0
47,0.92
48,0.96
49,0.96
50,0.96
51,0.96
52,0.88
53,0.96
54,0.84
55,0.88
56,0.92
57,0.92
58,1.0
59,0.96
60,0.92
61,0.96
62,0.92
63,1.0
64,0.88
65,0.96
66,0.96
67,0.92
68,0.88
69,0.92
70,0.92
71,1.0
72,1.0
73,1.0
74,0.92
75,0.96
76,0.96
77,0.92
78,1.0
79,0.92
80,1.0
81,0.84
82,0.96
83,0.84
84,1.0
85,0.92
86,0.96
87,0.96
88,1.0
89,1.0
90,0.96
91,0.92
92,0.96
93,0.92
94,0.88
95,0.96
96,1.0
97,1.0
98,0.8
99,0.96
100,0.92
101,0.92
102,0.92
103,0.96
104,0.88
105,0.92
106,0.92
107,1.0
108,0.96
109,0.84
110,0.96
111,0.88
112,1.0
113,0.92
114,0.96
115,0.92
116,0.92
117,0.88
118,0.92
119,1.0
120,1.0
121,0.96
122,0.96
123,0.92
124,0.96
125,0.96
126,0.96
127,1.0
128,0.88
129,0.96
130,0.88
131,0.96
132,1.0
133,0.96
134,0.92
135,0.92
136,1.0
137,0.96
138,0.88
139,0.92
140,0.96
141,0.96
142,1.0
143,0.96
144,0.96
145,0.96
146,0.92
147,1.0
148,0.92
149,0.96
150,0.88
151,0.88
152,0.96
153,0.92
154,0.96
155,0.96
156,1.0
157,0.96
158,0.96
159,0.96
160,0.88
161,0.96
162,1.0
163,0.96
164,0.88
165,0.96
166,0.88
167,0.96
168,1.0
169,0.88
170,0.92
171,0.88
172,0.8
173,1.0
174,0.96
175,0.96
176,0.92
177,0.92
178,0.96
179,0.96
180,0.96
181,1.0
182,0.96
183,1.0
184,0.92
185,0.92
186,1.0
187,0.96
188,0.88
189,1.0
190,0.92
191,0.96
192,0.92
193,1.0
194,0.92
195,0.96
196,0.84
197,1.0
198,1.0
199,1.0
200,0.96
