,0
0,0.44
1,0.76
2,0.72
3,0.64
4,0.96
5,0.96
6,0.88
7,0.8
8,0.88
9,1.0
10,0.96
11,0.8
12,0.84
13,0.88
14,0.84
15,0.88
16,0.88
17,1.0
18,0.96
19,1.0
20,0.92
21,0.92
22,0.96
23,0.72
24,0.92
25,0.92
26,1.0
27,0.88
28,1.0
29,0.96
30,0.96
31,0.92
32,0.84
33,0.92
34,0.84
35,0.92
36,0.96
37,0.92
38,0.96
39,0.96
40,0.92
41,0.92
42,0.92
43,0.84
44,0.92
45,0.84
46,0.92
47,0.96
48,0.92
49,0.92
50,0.92
51,0.92
52,0.92
53,0.96
54,0.96
55,0.96
56,0.88
57,0.96
58,0.96
59,0.92
60,0.92
61,0.92
62,0.8
63,1.0
64,0.92
65,0.88
66,0.92
67,0.96
68,1.0
69,1.0
70,1.0
71,0.88
72,0.96
73,0.92
74,0.84
75,0.84
76,0.84
77,0.88
78,0.96
79,0.92
80,1.0
81,0.92
82,0.92
83,1.0
84,0.96
85,0.96
86,0.8
87,1.0
88,0.84
89,0.96
90,0.96
91,0.92
92,0.96
93,1.0
94,0.88
95,0.96
96,0.92
97,0.88
98,0.88
99,0.88
100,1.0
101,0.96
102,0.96
103,0.96
104,0.96
105,0.88
106,0.96
107,0.96
108,0.92
109,0.92
110,0.96
111,0.88
112,0.88
113,0.8
114,0.92
115,0.88
116,0.92
117,1.0
118,0.96
119,0.92
120,0.96
121,0.88
122,0.84
123,0.84
124,0.96
125,0.96
126,0.88
127,0.88
128,0.84
129,0.96
130,1.0
131,1.0
132,0.96
133,0.88
134,0.84
135,0.96
136,1.0
137,0.92
138,0.92
139,0.96
140,0.96
141,0.96
142,0.84
143,0.92
144,0.92
145,1.0
146,0.88
147,0.92
148,1.0
149,0.92
150,1.0
151,0.96
152,0.96
153,0.96
154,1.0
155,0.92
156,0.96
157,0.96
158,0.88
159,0.92
160,0.88
161,0.92
162,0.92
163,0.96
164,0.92
165,0.92
166,0.92
167,0.96
168,0.96
169,0.92
170,0.96
171,1.0
172,0.96
173,1.0
174,1.0
175,0.96
176,0.92
177,0.96
178,0.96
179,0.96
180,0.92
181,0.92
182,0.96
183,1.0
184,0.92
185,0.96
186,1.0
187,1.0
188,0.92
189,1.0
190,1.0
191,0.88
192,1.0
193,1.0
194,0.96
195,1.0
196,0.96
197,0.96
198,0.84
199,0.96
200,0.96
