,0
0,0.6
1,0.76
2,0.8
3,0.92
4,0.72
5,0.92
6,0.88
7,0.84
8,0.92
9,0.76
10,0.76
11,0.96
12,0.92
13,0.88
14,0.92
15,0.88
16,0.8
17,0.88
18,0.88
19,0.88
20,0.96
21,0.88
22,0.92
23,0.92
24,0.92
25,0.88
26,1.0
27,0.92
28,0.88
29,1.0
30,0.92
31,0.88
32,0.96
33,0.92
34,1.0
35,0.84
36,0.88
37,0.92
38,0.84
39,0.92
40,0.96
41,0.92
42,1.0
43,0.88
44,0.96
45,0.88
46,0.88
47,0.92
48,0.88
49,0.92
50,0.96
51,0.84
52,1.0
53,0.88
54,0.96
55,1.0
56,0.88
57,0.96
58,1.0
59,1.0
60,0.92
61,0.92
62,0.88
63,0.88
64,0.96
65,0.92
66,0.88
67,0.96
68,0.96
69,0.92
70,0.92
71,0.92
72,0.92
73,0.92
74,0.92
75,0.92
76,0.88
77,0.84
78,0.92
79,0.96
80,1.0
81,1.0
82,0.96
83,1.0
84,0.96
85,0.92
86,0.96
87,0.92
88,1.0
89,0.92
90,0.96
91,0.96
92,0.92
93,0.92
94,0.96
95,0.96
96,0.96
97,0.92
98,0.92
99,0.96
100,1.0
101,0.92
102,0.96
103,0.92
104,0.92
105,0.96
106,0.96
107,0.92
108,0.96
109,0.92
110,0.92
111,0.92
112,0.96
113,0.84
114,0.88
115,0.8
116,1.0
117,0.96
118,0.96
119,0.92
120,0.88
121,0.96
122,0.84
123,0.92
124,0.96
125,1.0
126,0.96
127,0.92
128,0.96
129,1.0
130,0.92
131,0.92
132,0.96
133,0.88
134,1.0
135,0.88
136,0.96
137,0.88
138,0.88
139,0.96
140,0.88
141,0.88
142,0.88
143,0.88
144,0.88
145,0.88
146,0.92
147,0.88
148,1.0
149,1.0
150,0.92
151,0.76
152,0.8
153,0.92
154,0.92
155,1.0
156,1.0
157,0.92
158,0.92
159,0.84
160,1.0
161,0.84
162,0.8
163,0.96
164,1.0
165,1.0
166,1.0
167,0.92
168,0.96
169,0.92
170,0.92
171,0.92
172,0.96
173,0.88
174,0.96
175,1.0
176,0.92
177,0.96
178,0.96
179,0.88
180,0.92
181,1.0
182,1.0
183,0.96
184,0.96
185,1.0
186,0.92
187,1.0
188,0.96
189,0.92
190,1.0
191,1.0
192,0.96
193,0.92
194,0.96
195,0.96
196,0.96
197,0.96
198,0.92
199,0.96
200,0.96
