,0
0,0.64
1,0.84
2,0.92
3,0.76
4,0.64
5,0.92
6,0.84
7,0.68
8,0.92
9,0.88
10,0.92
11,0.72
12,0.8
13,0.88
14,0.84
15,0.92
16,0.76
17,0.76
18,0.92
19,0.76
20,0.8
21,0.96
22,0.88
23,0.88
24,0.84
25,0.92
26,0.84
27,0.92
28,0.8
29,0.92
30,0.84
31,0.8
32,1.0
33,0.88
34,0.88
35,0.84
36,0.92
37,0.88
38,0.92
39,0.92
40,0.96
41,0.84
42,0.88
43,1.0
44,0.96
45,0.84
46,0.92
47,0.8
48,0.88
49,0.84
50,0.84
51,0.84
52,0.92
53,0.92
54,0.84
55,0.96
56,0.84
57,0.92
58,0.84
59,0.8
60,0.92
61,1.0
62,0.88
63,0.96
64,0.92
65,0.92
66,0.8
67,0.8
68,0.92
69,0.92
70,0.8
71,0.8
72,0.8
73,0.8
74,0.76
75,0.76
76,0.84
77,0.88
78,0.96
79,0.76
80,0.84
81,0.92
82,0.8
83,0.76
84,0.88
85,0.88
86,0.84
87,0.8
88,0.84
89,0.8
90,0.88
91,0.88
92,0.88
93,0.88
94,0.88
95,0.84
96,0.72
97,0.96
98,0.92
99,0.88
100,0.76
101,1.0
102,0.96
103,0.84
104,0.96
105,0.92
106,0.92
107,0.96
108,0.92
109,0.84
110,0.92
111,0.84
112,0.84
113,0.84
114,0.96
115,0.72
116,0.92
117,0.96
118,0.84
119,0.92
120,0.88
121,0.8
122,0.96
123,0.92
124,0.92
125,0.96
126,0.96
127,0.88
128,0.88
129,0.88
130,0.96
131,0.88
132,0.8
133,0.96
134,0.88
135,0.84
136,0.92
137,0.92
138,0.92
139,0.88
140,0.92
141,0.84
142,0.84
143,1.0
144,0.8
145,0.92
146,0.8
147,0.92
148,0.8
149,0.88
150,0.96
151,0.88
152,0.8
153,0.92
154,1.0
155,0.92
156,0.88
157,0.8
158,0.88
159,0.88
160,0.92
161,0.84
162,0.92
163,0.92
164,0.8
165,0.88
166,0.8
167,0.84
168,0.96
169,0.8
170,0.8
171,0.76
172,0.92
173,0.96
174,0.92
175,0.84
176,0.88
177,0.76
178,0.84
179,0.92
180,0.88
181,0.8
182,0.88
183,0.92
184,0.84
185,0.76
186,0.88
187,0.84
188,0.88
189,0.72
190,0.88
191,0.88
192,0.72
193,0.88
194,0.8
195,0.84
196,0.84
197,0.8
198,0.88
199,0.92
200,0.88
