,0
0,0.56
1,0.8
2,0.8
3,0.88
4,0.88
5,0.76
6,0.88
7,0.8
8,0.88
9,0.84
10,0.84
11,0.96
12,0.92
13,0.88
14,0.88
15,1.0
16,0.8
17,0.76
18,0.88
19,0.96
20,0.92
21,0.84
22,0.84
23,0.96
24,0.92
25,0.92
26,0.84
27,0.88
28,0.96
29,0.8
30,0.84
31,0.92
32,0.88
33,0.88
34,0.88
35,0.92
36,0.92
37,0.92
38,0.96
39,0.92
40,0.92
41,0.88
42,0.92
43,0.84
44,0.92
45,0.76
46,0.92
47,0.72
48,0.96
49,0.8
50,0.88
51,0.96
52,0.84
53,0.84
54,0.88
55,0.84
56,1.0
57,0.96
58,0.84
59,0.92
60,0.92
61,0.88
62,0.96
63,0.8
64,0.76
65,0.8
66,0.88
67,0.96
68,0.84
69,0.88
70,0.8
71,0.88
72,0.84
73,0.88
74,0.92
75,0.88
76,0.88
77,0.76
78,0.8
79,0.88
80,0.8
81,1.0
82,0.84
83,0.88
84,0.88
85,0.88
86,0.88
87,0.96
88,0.8
89,0.84
90,0.88
91,0.76
92,0.92
93,0.88
94,0.84
95,0.92
96,0.76
97,0.8
98,0.8
99,0.96
100,0.8
101,0.92
102,0.84
103,0.92
104,0.8
105,0.84
106,0.88
107,0.88
108,0.84
109,0.84
110,0.96
111,0.92
112,0.96
113,0.92
114,0.92
115,0.76
116,0.92
117,0.76
118,0.8
119,0.72
120,0.84
121,0.84
122,0.84
123,0.76
124,0.96
125,0.88
126,0.88
127,0.92
128,0.76
129,0.84
130,0.88
131,0.92
132,0.96
133,0.92
134,0.92
135,0.88
136,0.84
137,0.84
138,0.96
139,0.8
140,0.88
141,0.92
142,0.88
143,0.88
144,0.92
145,0.8
146,0.92
147,0.96
148,0.8
149,0.84
150,0.96
151,0.84
152,0.84
153,0.88
154,0.96
155,0.84
156,0.84
157,0.92
158,0.88
159,0.8
160,0.84
161,0.84
162,0.88
163,0.88
164,0.84
165,0.88
166,0.88
167,0.64
168,0.88
169,0.84
170,0.96
171,0.92
172,0.92
173,0.68
174,0.96
175,0.76
176,0.96
177,0.88
178,0.84
179,0.8
180,0.72
181,0.88
182,0.92
183,0.92
184,0.92
185,1.0
186,0.92
187,0.88
188,0.92
189,0.84
190,0.88
191,0.88
192,0.8
193,0.8
194,0.76
195,0.8
196,0.88
197,0.84
198,0.92
199,0.84
200,0.84
