,0
0,0.8
1,0.92
2,1.0
3,0.92
4,0.92
5,0.92
6,0.92
7,0.92
8,0.96
9,0.88
10,0.92
11,0.92
12,1.0
13,1.0
14,0.92
15,0.96
16,0.88
17,1.0
18,0.92
19,0.96
20,0.92
21,0.92
22,0.96
23,1.0
24,1.0
25,0.92
26,0.92
27,0.96
28,1.0
29,1.0
30,0.92
31,0.92
32,0.92
33,0.84
34,0.96
35,0.96
36,0.96
37,0.92
38,0.92
39,0.92
40,0.96
41,0.92
42,0.92
43,1.0
44,0.92
45,0.92
46,0.92
47,0.92
48,0.88
49,0.88
50,0.96
51,0.92
52,0.92
53,0.96
54,0.96
55,0.96
56,0.92
57,0.84
58,0.84
59,0.88
60,0.92
61,0.96
62,0.96
63,0.96
64,0.88
65,0.96
66,0.96
67,0.96
68,0.92
69,0.92
70,0.96
71,0.96
72,0.88
73,1.0
74,0.96
75,1.0
76,1.0
77,0.88
78,0.92
79,0.96
80,0.96
81,0.96
82,0.96
83,0.92
84,0.92
85,0.92
86,0.96
87,0.92
88,0.96
89,0.84
90,0.96
91,0.92
92,1.0
93,1.0
94,0.96
95,1.0
96,0.96
97,0.88
98,0.96
99,0.96
100,1.0
101,0.88
102,0.96
103,0.96
104,0.92
105,1.0
106,0.88
107,0.8
108,0.92
109,0.92
110,0.96
111,1.0
112,0.96
113,0.92
114,1.0
115,0.92
116,0.88
117,0.8
118,1.0
119,0.92
120,0.92
121,0.96
122,0.96
123,1.0
124,0.76
125,0.96
126,0.92
127,1.0
128,0.92
129,1.0
130,1.0
131,0.96
132,0.88
133,0.92
134,0.96
135,0.92
136,0.96
137,0.92
138,1.0
139,0.88
140,0.96
141,1.0
142,0.92
143,0.92
144,0.92
145,0.88
146,0.84
147,1.0
148,1.0
149,0.92
150,0.92
151,0.92
152,0.92
153,0.92
154,0.96
155,1.0
156,0.92
157,0.84
158,0.96
159,0.92
160,0.96
161,0.92
162,0.92
163,1.0
164,0.96
165,1.0
166,1.0
167,0.96
168,0.92
169,0.92
170,0.92
171,0.96
172,0.96
173,0.96
174,1.0
175,0.92
176,0.88
177,0.88
178,1.0
179,0.88
180,1.0
181,0.96
182,0.96
183,0.96
184,0.84
185,0.92
186,0.88
187,0.96
188,0.92
189,0.88
190,1.0
191,0.96
192,0.92
193,0.96
194,1.0
195,1.0
196,0.92
197,1.0
198,0.92
199,0.88
200,0.92
