,0
0,0.64
1,0.68
2,0.88
3,0.72
4,0.88
5,0.84
6,0.88
7,0.84
8,1.0
9,0.88
10,0.92
11,0.96
12,0.92
13,0.72
14,0.68
15,0.72
16,0.84
17,0.96
18,0.92
19,0.88
20,0.84
21,0.84
22,0.8
23,1.0
24,0.92
25,0.88
26,0.92
27,0.88
28,0.8
29,0.88
30,0.84
31,0.92
32,0.84
33,0.96
34,0.84
35,0.92
36,0.84
37,0.88
38,0.96
39,0.8
40,0.88
41,0.92
42,0.96
43,0.76
44,0.84
45,0.8
46,0.92
47,0.96
48,0.96
49,0.8
50,0.92
51,0.76
52,0.88
53,0.92
54,0.84
55,0.92
56,0.92
57,0.88
58,0.96
59,0.92
60,1.0
61,0.76
62,0.84
63,0.92
64,0.8
65,0.76
66,0.8
67,0.96
68,0.76
69,0.96
70,0.88
71,0.92
72,0.88
73,0.88
74,1.0
75,0.84
76,0.96
77,1.0
78,0.92
79,0.88
80,0.96
81,0.8
82,0.92
83,0.92
84,0.88
85,0.84
86,0.84
87,0.8
88,0.96
89,0.92
90,0.96
91,0.8
92,0.88
93,0.92
94,0.8
95,0.88
96,0.88
97,0.96
98,0.92
99,0.92
100,0.76
101,0.96
102,1.0
103,0.92
104,1.0
105,0.88
106,0.84
107,0.96
108,0.88
109,0.88
110,0.84
111,0.88
112,0.84
113,0.92
114,0.96
115,0.68
116,0.92
117,0.96
118,0.92
119,0.84
120,0.92
121,0.88
122,0.76
123,0.96
124,0.84
125,0.88
126,0.84
127,0.92
128,1.0
129,0.92
130,0.92
131,0.88
132,0.88
133,0.88
134,0.92
135,0.92
136,0.84
137,0.76
138,0.92
139,0.92
140,0.84
141,0.92
142,0.84
143,0.84
144,0.84
145,0.92
146,0.92
147,0.92
148,0.88
149,0.92
150,0.84
151,0.76
152,0.84
153,0.88
154,0.88
155,0.88
156,0.76
157,0.8
158,0.76
159,0.92
160,0.76
161,0.96
162,0.92
163,0.92
164,0.84
165,0.8
166,0.88
167,0.8
168,0.84
169,0.96
170,0.88
171,0.84
172,0.88
173,0.96
174,0.96
175,0.88
176,1.0
177,0.84
178,0.92
179,0.8
180,0.92
181,0.96
182,0.92
183,0.92
184,0.84
185,1.0
186,0.72
187,0.84
188,1.0
189,0.92
190,0.88
191,0.88
192,0.92
193,0.96
194,0.84
195,0.92
196,0.8
197,1.0
198,0.96
199,0.8
200,0.92
