,0
0,0.8
1,0.92
2,1.0
3,1.0
4,0.96
5,1.0
6,0.96
7,0.88
8,1.0
9,0.92
10,0.92
11,0.96
12,0.92
13,0.96
14,0.96
15,0.96
16,1.0
17,1.0
18,0.92
19,0.92
20,0.92
21,0.88
22,0.92
23,0.92
24,1.0
25,0.88
26,1.0
27,1.0
28,0.8
29,0.96
30,1.0
31,1.0
32,0.88
33,0.92
34,0.92
35,1.0
36,1.0
37,0.96
38,0.88
39,0.96
40,0.96
41,0.96
42,0.96
43,0.96
44,0.92
45,0.92
46,1.0
47,0.92
48,0.92
49,0.96
50,0.96
51,0.88
52,1.0
53,1.0
54,0.84
55,0.96
56,0.84
57,0.92
58,0.92
59,0.96
60,0.96
61,0.96
62,0.92
63,1.0
64,0.84
65,0.92
66,1.0
67,1.0
68,0.92
69,0.96
70,1.0
71,0.96
72,0.96
73,1.0
74,0.92
75,0.96
76,0.96
77,0.92
78,0.88
79,0.92
80,0.96
81,0.88
82,0.96
83,0.92
84,0.96
85,0.96
86,0.96
87,0.96
88,1.0
89,0.92
90,0.96
91,1.0
92,0.92
93,1.0
94,0.84
95,0.92
96,0.88
97,0.96
98,0.88
99,0.92
100,0.96
101,1.0
102,0.96
103,1.0
104,0.96
105,0.96
106,0.96
107,0.96
108,0.96
109,0.96
110,1.0
111,0.96
112,0.96
113,1.0
114,1.0
115,0.96
116,0.92
117,0.96
118,1.0
119,0.96
120,0.96
121,1.0
122,1.0
123,0.96
124,0.92
125,0.96
126,1.0
127,0.96
128,0.92
129,0.96
130,1.0
131,0.92
132,0.96
133,0.92
134,0.96
135,1.0
136,1.0
137,0.96
138,1.0
139,0.96
140,1.0
141,1.0
142,0.96
143,0.96
144,1.0
145,0.92
146,0.96
147,0.92
148,0.96
149,1.0
150,0.96
151,0.92
152,1.0
153,0.92
154,1.0
155,0.96
156,0.92
157,0.92
158,0.92
159,0.92
160,0.96
161,0.88
162,1.0
163,1.0
164,0.92
165,1.0
166,1.0
167,0.92
168,0.96
169,0.96
170,1.0
171,0.96
172,0.96
173,0.84
174,1.0
175,0.88
176,0.92
177,1.0
178,0.92
179,0.88
180,0.88
181,0.96
182,0.96
183,0.92
184,0.92
185,0.88
186,0.92
187,0.96
188,1.0
189,0.84
190,0.92
191,0.96
192,0.8
193,0.92
194,1.0
195,0.92
196,0.96
197,0.88
198,0.92
199,1.0
200,0.92
