,0
0,0.76
1,0.88
2,0.88
3,0.96
4,0.92
5,1.0
6,1.0
7,0.92
8,0.84
9,0.96
10,0.96
11,0.88
12,1.0
13,0.92
14,0.96
15,0.88
16,0.96
17,0.96
18,0.96
19,1.0
20,0.96
21,0.96
22,1.0
23,0.88
24,0.96
25,0.88
26,1.0
27,0.96
28,0.88
29,0.96
30,1.0
31,1.0
32,0.92
33,0.92
34,0.92
35,0.96
36,0.88
37,0.96
38,1.0
39,0.88
40,0.96
41,0.92
42,0.96
43,0.96
44,0.88
45,0.88
46,0.92
47,0.92
48,0.96
49,0.84
50,0.92
51,0.92
52,0.96
53,1.0
54,0.96
55,0.96
56,0.92
57,1.0
58,0.88
59,0.84
60,0.84
61,0.92
62,1.0
63,0.96
64,0.92
65,0.92
66,0.88
67,0.88
68,0.96
69,0.92
70,0.92
71,0.96
72,0.88
73,0.96
74,1.0
75,0.96
76,0.96
77,0.96
78,0.96
79,0.92
80,0.96
81,1.0
82,0.92
83,0.96
84,0.84
85,0.88
86,0.96
87,0.92
88,0.92
89,0.96
90,1.0
91,0.92
92,0.92
93,0.92
94,0.88
95,0.96
96,1.0
97,0.92
98,0.96
99,0.88
100,0.96
101,0.92
102,1.0
103,0.84
104,0.96
105,1.0
106,0.92
107,0.96
108,0.92
109,0.92
110,0.92
111,0.88
112,0.96
113,0.96
114,0.96
115,1.0
116,1.0
117,0.96
118,0.92
119,0.92
120,0.92
121,0.92
122,0.96
123,0.96
124,0.96
125,0.96
126,0.96
127,0.96
128,0.96
129,1.0
130,0.92
131,0.92
132,0.96
133,0.92
134,0.92
135,0.92
136,0.96
137,0.92
138,1.0
139,1.0
140,1.0
141,0.92
142,0.96
143,0.96
144,0.96
145,0.92
146,1.0
147,1.0
148,1.0
149,1.0
150,0.96
151,0.88
152,0.88
153,0.8
154,1.0
155,0.96
156,0.92
157,0.96
158,0.96
159,0.84
160,0.92
161,0.92
162,0.84
163,0.96
164,1.0
165,0.92
166,0.96
167,0.84
168,0.96
169,1.0
170,0.92
171,0.96
172,0.92
173,1.0
174,0.88
175,0.88
176,1.0
177,0.96
178,0.96
179,0.96
180,0.96
181,1.0
182,0.96
183,0.84
184,0.96
185,0.96
186,1.0
187,0.96
188,1.0
189,0.96
190,0.96
191,0.96
192,0.92
193,0.96
194,1.0
195,0.92
196,0.96
197,0.96
198,0.84
199,0.96
200,0.92
