,0
0,0.68
1,0.88
2,0.96
3,0.84
4,0.88
5,0.96
6,0.96
7,0.84
8,0.96
9,0.92
10,0.96
11,0.92
12,0.92
13,0.92
14,1.0
15,0.96
16,0.8
17,1.0
18,0.92
19,0.96
20,0.92
21,0.84
22,1.0
23,0.96
24,0.96
25,0.96
26,1.0
27,0.92
28,1.0
29,1.0
30,0.92
31,1.0
32,1.0
33,0.84
34,0.96
35,1.0
36,0.92
37,0.96
38,0.92
39,1.0
40,0.88
41,0.92
42,1.0
43,0.92
44,0.96
45,0.76
46,0.96
47,1.0
48,0.96
49,0.96
50,0.96
51,0.96
52,0.96
53,0.96
54,0.92
55,0.92
56,0.88
57,0.88
58,1.0
59,0.88
60,0.92
61,0.96
62,1.0
63,1.0
64,1.0
65,0.96
66,0.92
67,0.92
68,0.88
69,0.84
70,0.92
71,0.92
72,0.96
73,0.84
74,0.96
75,0.96
76,0.96
77,0.88
78,0.96
79,0.92
80,1.0
81,1.0
82,1.0
83,1.0
84,0.92
85,0.96
86,1.0
87,1.0
88,1.0
89,1.0
90,0.96
91,0.96
92,0.92
93,1.0
94,0.92
95,0.92
96,1.0
97,0.96
98,0.92
99,0.96
100,0.88
101,1.0
102,0.96
103,1.0
104,0.96
105,1.0
106,0.92
107,0.88
108,0.96
109,0.92
110,0.92
111,1.0
112,0.92
113,1.0
114,1.0
115,0.96
116,0.96
117,0.92
118,0.88
119,0.96
120,0.88
121,0.92
122,0.88
123,0.92
124,0.88
125,0.96
126,0.96
127,0.96
128,0.96
129,0.96
130,0.92
131,1.0
132,1.0
133,0.96
134,0.88
135,0.96
136,0.96
137,0.88
138,1.0
139,1.0
140,0.92
141,1.0
142,0.92
143,1.0
144,1.0
145,1.0
146,0.96
147,0.92
148,0.92
149,1.0
150,0.92
151,0.92
152,0.88
153,1.0
154,0.96
155,0.88
156,0.88
157,0.96
158,1.0
159,0.96
160,1.0
161,0.96
162,0.92
163,0.92
164,0.92
165,0.92
166,0.92
167,0.96
168,0.96
169,0.96
170,1.0
171,0.96
172,0.92
173,0.88
174,1.0
175,0.96
176,1.0
177,0.92
178,0.84
179,0.96
180,0.92
181,0.92
182,0.96
183,0.96
184,1.0
185,0.96
186,1.0
187,1.0
188,1.0
189,0.92
190,0.88
191,0.92
192,0.92
193,0.92
194,0.96
195,0.92
196,0.92
197,0.92
198,1.0
199,0.92
200,0.96
