,0
0,0.8
1,0.8
2,0.88
3,0.76
4,0.76
5,0.88
6,0.68
7,0.84
8,0.88
9,0.8
10,0.92
11,0.84
12,0.76
13,0.84
14,0.8
15,0.84
16,0.84
17,0.84
18,0.92
19,0.8
20,0.92
21,0.96
22,0.8
23,0.96
24,0.96
25,0.96
26,0.84
27,0.88
28,0.8
29,0.84
30,0.72
31,0.8
32,0.92
33,0.84
34,0.8
35,0.88
36,0.88
37,0.84
38,0.84
39,0.96
40,0.88
41,0.88
42,0.8
43,0.96
44,0.92
45,0.92
46,0.8
47,0.96
48,0.8
49,0.72
50,0.88
51,0.96
52,0.84
53,0.92
54,0.88
55,0.92
56,0.88
57,0.88
58,0.88
59,0.88
60,0.8
61,0.92
62,0.88
63,0.92
64,0.92
65,0.92
66,1.0
67,0.84
68,0.92
69,0.84
70,0.96
71,1.0
72,0.84
73,0.92
74,0.92
75,0.92
76,0.8
77,0.88
78,0.88
79,0.96
80,0.88
81,0.84
82,0.92
83,0.88
84,0.84
85,0.96
86,0.76
87,0.92
88,0.84
89,0.96
90,0.96
91,0.96
92,0.88
93,0.96
94,0.72
95,1.0
96,0.92
97,0.84
98,0.88
99,0.84
100,0.84
101,0.92
102,0.92
103,0.92
104,0.96
105,0.56
106,0.96
107,0.84
108,0.92
109,0.96
110,0.88
111,0.84
112,0.92
113,0.84
114,0.88
115,0.96
116,0.84
117,0.84
118,0.88
119,0.92
120,0.84
121,0.92
122,0.96
123,0.88
124,0.88
125,0.8
126,0.92
127,1.0
128,0.84
129,0.96
130,0.88
131,0.96
132,0.8
133,0.8
134,0.92
135,0.88
136,0.8
137,0.8
138,0.92
139,0.76
140,0.84
141,0.88
142,0.88
143,0.96
144,0.96
145,0.88
146,0.88
147,0.8
148,0.88
149,0.8
150,0.76
151,0.72
152,0.92
153,0.8
154,0.96
155,1.0
156,0.96
157,0.76
158,0.92
159,0.88
160,0.92
161,0.88
162,0.92
163,0.96
164,0.84
165,0.88
166,0.92
167,0.84
168,0.8
169,0.92
170,0.92
171,0.84
172,0.88
173,0.92
174,0.88
175,0.84
176,0.88
177,0.84
178,0.88
179,1.0
180,0.88
181,0.96
182,0.88
183,0.88
184,0.88
185,0.96
186,0.76
187,0.84
188,0.88
189,0.92
190,0.8
191,0.88
192,0.88
193,0.8
194,0.88
195,0.92
196,0.92
197,0.96
198,0.8
199,0.92
200,0.68
