,0
0,0.6666666666666666
1,0.8
2,0.7333333333333333
3,1.0
4,0.8666666666666667
5,0.8666666666666667
6,0.8
7,1.0
8,0.8666666666666667
9,0.8666666666666667
10,0.8
11,0.8666666666666667
12,0.8666666666666667
13,0.8
14,0.8
15,0.8666666666666667
16,0.8666666666666667
17,0.7333333333333333
18,0.8666666666666667
19,1.0
20,0.8666666666666667
21,1.0
22,0.9333333333333333
23,0.9333333333333333
24,0.8666666666666667
25,1.0
26,0.8666666666666667
27,1.0
28,0.8666666666666667
29,0.9333333333333333
30,1.0
31,1.0
32,0.9333333333333333
33,0.8
34,0.9333333333333333
35,0.8
36,1.0
37,0.8666666666666667
38,0.8666666666666667
39,0.9333333333333333
40,0.8666666666666667
41,0.9333333333333333
42,0.9333333333333333
43,0.8666666666666667
44,0.8666666666666667
45,1.0
46,1.0
47,0.8666666666666667
48,0.8
49,0.9333333333333333
50,0.9333333333333333
