,0
0,0.6
1,0.8666666666666667
2,0.6
3,0.6666666666666666
4,0.8666666666666667
5,1.0
6,0.6666666666666666
7,0.8
8,1.0
9,1.0
10,0.8666666666666667
11,0.8
12,1.0
13,0.9333333333333333
14,0.8
15,0.8666666666666667
16,0.9333333333333333
17,0.8666666666666667
18,0.8
19,1.0
20,0.8666666666666667
21,0.8666666666666667
22,0.9333333333333333
23,0.9333333333333333
24,0.7333333333333333
25,1.0
26,0.9333333333333333
27,0.9333333333333333
28,0.9333333333333333
29,0.8
30,0.8
31,0.9333333333333333
32,0.9333333333333333
33,0.8666666666666667
34,0.9333333333333333
35,0.8666666666666667
36,0.9333333333333333
37,1.0
38,0.9333333333333333
39,0.8
40,0.7333333333333333
41,0.8666666666666667
42,0.8666666666666667
43,1.0
44,0.9333333333333333
45,0.8666666666666667
46,0.8666666666666667
47,0.9333333333333333
48,1.0
49,0.9333333333333333
50,0.8666666666666667
