,0
0,0.4666666666666667
1,0.9333333333333333
2,0.6666666666666666
3,0.6666666666666666
4,0.8
5,0.9333333333333333
6,0.6666666666666666
7,0.7333333333333333
8,0.5333333333333333
9,1.0
10,0.8
11,0.9333333333333333
12,0.9333333333333333
13,0.8666666666666667
14,0.8666666666666667
15,0.6666666666666666
16,0.8
17,0.9333333333333333
18,0.8666666666666667
19,0.7333333333333333
20,0.8666666666666667
21,0.8666666666666667
22,0.7333333333333333
23,0.8666666666666667
24,0.9333333333333333
25,0.8666666666666667
26,0.8666666666666667
27,0.7333333333333333
28,0.8666666666666667
29,1.0
30,0.8
31,0.9333333333333333
32,0.8666666666666667
33,1.0
34,0.8
35,1.0
36,1.0
37,0.7333333333333333
38,0.9333333333333333
39,0.7333333333333333
40,0.8
41,0.8
42,0.6666666666666666
43,0.8
44,0.9333333333333333
45,0.8666666666666667
46,0.8666666666666667
47,0.8
48,0.8666666666666667
49,0.8
50,0.8666666666666667
