,0
0,0.6666666666666666
1,0.6
2,0.8
3,0.6666666666666666
4,0.9333333333333333
5,0.8
6,0.8
7,0.9333333333333333
8,0.9333333333333333
9,1.0
10,1.0
11,0.6666666666666666
12,1.0
13,0.8
14,1.0
15,1.0
16,0.9333333333333333
17,0.8
18,1.0
19,0.9333333333333333
20,0.8
21,0.9333333333333333
22,0.8666666666666667
23,0.8
24,0.7333333333333333
25,0.8666666666666667
26,0.8
27,0.8666666666666667
28,0.8666666666666667
29,0.9333333333333333
30,0.9333333333333333
31,0.8666666666666667
32,0.8666666666666667
33,0.9333333333333333
34,0.9333333333333333
35,0.8666666666666667
36,0.8666666666666667
37,0.9333333333333333
38,0.8666666666666667
39,0.9333333333333333
40,0.9333333333333333
41,0.9333333333333333
42,0.9333333333333333
43,0.8
44,0.9333333333333333
45,0.9333333333333333
46,1.0
47,0.9333333333333333
48,0.8666666666666667
49,0.9333333333333333
50,1.0
