,0
0,0.6
1,0.7333333333333333
2,0.6
3,0.7333333333333333
4,0.7333333333333333
5,1.0
6,0.8666666666666667
7,0.8
8,0.7333333333333333
9,0.9333333333333333
10,0.6666666666666666
11,0.7333333333333333
12,0.8666666666666667
13,0.8
14,0.8
15,0.8
16,0.8
17,0.9333333333333333
18,1.0
19,0.8666666666666667
20,1.0
21,0.8
22,0.8
23,0.9333333333333333
24,0.8666666666666667
25,0.9333333333333333
26,0.8
27,0.9333333333333333
28,0.8
29,1.0
30,0.8666666666666667
31,1.0
32,0.8
33,0.9333333333333333
34,0.8666666666666667
35,0.9333333333333333
36,0.9333333333333333
37,0.8666666666666667
38,0.8666666666666667
39,0.9333333333333333
40,0.9333333333333333
41,1.0
42,0.8666666666666667
43,1.0
44,1.0
45,1.0
46,0.9333333333333333
47,0.8666666666666667
48,0.8666666666666667
49,0.8666666666666667
50,0.9333333333333333
