,0
0,0.7333333333333333
1,0.7333333333333333
2,0.9333333333333333
3,0.9333333333333333
4,0.7333333333333333
5,0.9333333333333333
6,1.0
7,0.8666666666666667
8,0.8666666666666667
9,0.8
10,0.8666666666666667
11,0.7333333333333333
12,0.8
13,0.9333333333333333
14,0.9333333333333333
15,1.0
16,0.8666666666666667
17,0.8666666666666667
18,0.8666666666666667
19,0.9333333333333333
20,0.8666666666666667
21,1.0
22,0.8666666666666667
23,1.0
24,0.8
25,0.9333333333333333
26,0.9333333333333333
27,0.8
28,1.0
29,0.8666666666666667
30,0.9333333333333333
31,0.8666666666666667
32,0.9333333333333333
33,1.0
34,0.8
35,0.9333333333333333
36,0.9333333333333333
37,0.8666666666666667
38,1.0
39,0.8666666666666667
40,0.8666666666666667
41,0.8666666666666667
42,0.8666666666666667
43,0.7333333333333333
44,0.7333333333333333
45,0.9333333333333333
46,1.0
47,0.8666666666666667
48,0.8666666666666667
49,0.9333333333333333
50,1.0
