,0
0,0.8
1,0.7333333333333333
2,0.9333333333333333
3,0.6666666666666666
4,0.6
5,0.6666666666666666
6,0.8
7,0.8
8,0.8
9,0.8666666666666667
10,0.8
11,0.7333333333333333
12,0.7333333333333333
13,0.8666666666666667
14,0.9333333333333333
15,0.8666666666666667
16,0.7333333333333333
17,1.0
18,0.8666666666666667
19,0.8
20,0.8
21,0.7333333333333333
22,0.8666666666666667
23,0.9333333333333333
24,0.8
25,0.8666666666666667
26,0.7333333333333333
27,0.9333333333333333
28,0.9333333333333333
29,0.9333333333333333
30,0.8
31,0.9333333333333333
32,1.0
33,0.9333333333333333
34,1.0
35,0.8666666666666667
36,1.0
37,0.9333333333333333
38,0.8666666666666667
39,0.8
40,0.8666666666666667
41,0.8666666666666667
42,0.8666666666666667
43,0.9333333333333333
44,0.8
45,0.9333333333333333
46,0.8
47,1.0
48,0.9333333333333333
49,0.8
50,0.8
