,0,1
0,0.68,0
1,0.6,0
2,0.68,0
3,0.92,0
4,0.64,0
5,0.6,0
6,0.8,0
7,0.8,0
8,0.52,0
9,0.72,0
10,0.68,0
11,0.56,0
12,0.56,0
13,0.64,0
14,0.6,0
15,0.64,0
16,0.72,0
17,0.64,0
18,0.76,0
19,0.76,0
20,0.84,0
21,0.72,0
22,0.76,0
23,0.8,0
24,0.6,0
25,0.6,0
26,0.8,0
27,0.56,0
28,0.56,0
29,0.76,0
30,0.72,0
31,0.56,0
32,0.64,0
33,0.52,0
34,0.68,0
35,0.72,0
36,0.56,0
37,0.6,0
38,0.72,0
39,0.84,0
40,0.72,0
41,0.76,0
42,0.8,0
43,0.6,0
44,0.56,0
45,0.6,0
46,0.64,0
47,0.72,0
48,0.72,0
49,0.6,1
50,0.68,0
51,0.44,0
52,0.72,0
53,0.72,0
54,0.6,0
55,0.72,0
56,0.48,0
57,0.72,0
58,0.6,0
59,0.76,0
60,0.8,0
61,0.6,0
62,0.72,0
63,0.64,0
64,0.64,0
65,0.56,0
66,0.56,0
67,0.64,0
68,0.84,0
69,0.56,0
70,0.8,0
71,0.76,0
72,0.64,0
73,0.72,0
74,0.72,0
75,0.8,0
76,0.72,0
77,0.72,0
78,0.68,0
79,0.76,0
80,0.76,0
81,0.64,0
82,0.68,0
83,0.68,0
84,0.56,0
85,0.4,0
86,0.64,0
87,0.72,0
88,0.72,0
89,0.68,0
90,0.68,0
91,0.8,0
92,0.68,0
93,0.72,0
94,0.68,0
95,0.76,0
96,0.8,0
97,0.68,0
98,0.72,0
99,0.84,0
100,0.64,0
101,0.8,0
102,0.84,0
103,0.88,0
104,0.84,0
105,0.92,0
106,0.8,0
107,0.92,0
108,0.88,0
109,0.92,0
110,0.72,0
111,0.8,0
112,1.0,0
113,0.88,0
114,0.84,0
115,0.64,0
116,0.84,0
117,0.84,0
118,0.76,0
119,0.92,0
120,0.84,0
121,0.92,0
122,0.8,0
123,0.8,0
124,0.84,0
125,0.92,0
126,0.88,0
127,0.96,0
128,0.84,0
129,0.76,0
130,0.76,0
131,0.8,0
132,0.8,0
133,0.84,0
134,0.8,0
135,0.92,0
136,0.84,0
137,0.76,0
138,0.92,0
139,0.84,0
140,0.84,0
141,0.88,0
142,0.92,0
143,0.8,0
144,0.84,0
145,0.88,0
146,0.76,0
147,1.0,0
148,0.92,0
149,0.84,0
150,0.68,0
151,0.92,0
152,0.92,0
153,0.92,0
154,1.0,0
155,0.96,0
156,0.84,0
157,0.96,0
158,0.84,0
159,0.8,0
160,0.92,0
161,0.88,0
162,0.84,0
163,0.96,0
164,0.88,0
165,1.0,0
166,0.96,0
167,0.92,0
168,0.88,0
169,0.96,0
170,0.88,0
171,0.96,0
172,0.92,0
173,0.92,0
174,0.88,0
175,0.92,0
176,0.8,0
177,0.96,0
178,0.88,0
179,0.92,0
180,0.92,0
181,0.96,0
182,0.8,0
183,0.96,0
184,0.96,0
185,0.92,0
186,0.92,0
187,1.0,0
188,0.92,0
189,0.88,0
190,0.92,0
191,0.8,0
192,0.8,0
193,0.76,0
194,0.88,0
195,0.84,0
196,0.84,0
197,0.88,0
198,0.92,0
199,0.96,0
200,0.84,0
