,0,1
0,0.52,0
1,0.64,0
2,0.68,0
3,0.64,0
4,0.6,0
5,0.64,0
6,0.92,0
7,0.64,0
8,0.56,0
9,0.72,0
10,0.6,0
11,0.68,0
12,0.76,0
13,0.68,0
14,0.76,0
15,0.52,0
16,0.56,0
17,0.64,0
18,0.72,0
19,0.68,0
20,0.56,0
21,0.68,0
22,0.68,0
23,0.72,0
24,0.68,0
25,0.72,0
26,0.6,0
27,0.72,0
28,0.68,0
29,0.72,0
30,0.8,0
31,0.68,0
32,0.6,0
33,0.96,0
34,0.88,1
35,0.72,0
36,0.64,0
37,0.56,0
38,0.68,0
39,0.68,0
40,0.84,0
41,0.6,0
42,0.68,0
43,0.72,0
44,0.44,0
45,0.56,0
46,0.56,0
47,0.72,0
48,0.64,0
49,0.8,0
50,0.68,0
51,0.8,0
52,0.76,0
53,0.6,0
54,0.72,0
55,0.6,0
56,0.6,0
57,0.68,0
58,0.68,0
59,0.72,0
60,0.76,0
61,0.64,0
62,0.6,0
63,0.68,0
64,0.76,0
65,0.76,0
66,0.84,0
67,0.72,0
68,0.84,0
69,0.84,0
70,0.84,0
71,0.48,0
72,0.56,0
73,0.76,0
74,0.48,0
75,0.72,0
76,0.48,0
77,0.76,0
78,0.8,0
79,0.8,0
80,0.72,0
81,0.84,0
82,0.64,0
83,0.76,0
84,0.76,0
85,0.8,0
86,0.76,0
87,0.52,0
88,0.64,0
89,0.6,0
90,0.68,0
91,0.8,0
92,0.76,0
93,0.72,0
94,0.84,0
95,0.64,0
96,0.76,0
97,0.68,0
98,0.6,0
99,0.64,0
100,0.68,0
101,0.64,0
102,0.6,0
103,0.8,0
104,0.76,0
105,0.56,0
106,0.64,0
107,0.76,0
108,0.56,0
109,0.76,0
110,0.84,0
111,0.64,0
112,0.84,0
113,0.6,0
114,0.8,0
115,0.68,0
116,0.8,0
117,0.72,0
118,0.76,0
119,0.64,0
120,0.76,0
121,0.76,0
122,0.64,0
123,0.76,0
124,0.76,0
125,0.64,0
126,0.68,0
127,0.88,0
128,0.76,0
129,0.64,0
130,0.8,0
131,0.68,0
132,0.64,0
133,0.8,0
134,0.72,0
135,0.64,0
136,0.88,0
137,0.68,0
138,0.44,0
139,0.6,0
140,0.72,0
141,0.68,0
142,0.68,0
143,0.48,0
144,0.84,0
145,0.76,0
146,0.72,0
147,0.68,0
148,0.92,0
149,0.6,0
150,0.88,0
151,0.76,0
152,0.64,0
153,0.6,0
154,0.56,0
155,0.76,0
156,0.76,0
157,0.8,0
158,0.64,0
159,0.64,0
160,0.84,0
161,0.68,0
162,0.72,0
163,0.72,0
164,0.84,0
165,0.64,0
166,0.76,0
167,0.68,0
168,0.72,0
169,0.64,0
170,0.6,0
171,0.72,0
172,0.76,0
173,0.76,0
174,0.6,0
175,0.84,0
176,0.76,0
177,0.68,0
178,0.76,0
179,0.64,0
180,0.68,0
181,0.68,0
182,0.8,0
183,0.84,0
184,0.76,0
185,0.76,0
186,0.84,0
187,0.76,0
188,0.68,0
189,0.64,0
190,0.72,0
191,0.72,0
192,0.68,0
193,0.72,0
194,0.48,0
195,0.72,0
196,0.72,0
197,0.92,0
198,0.64,0
199,0.76,0
200,0.8,0
