,0,1
0,0.56,0
1,0.6,0
2,0.6,0
3,0.72,0
4,0.64,0
5,0.68,0
6,0.72,0
7,0.68,0
8,0.68,0
9,0.6,0
10,0.56,0
11,0.8,0
12,0.76,0
13,0.72,0
14,0.68,0
15,0.6,0
16,0.52,0
17,0.8,0
18,0.68,0
19,0.64,0
20,0.52,0
21,0.88,0
22,0.64,0
23,0.68,0
24,0.6,0
25,0.76,0
26,0.8,0
27,0.8,0
28,0.76,0
29,0.88,0
30,0.72,0
31,0.72,0
32,0.76,0
33,0.68,0
34,0.72,0
35,0.76,0
36,0.76,0
37,0.72,0
38,0.8,1
39,0.52,0
40,0.68,0
41,0.64,0
42,0.56,0
43,0.76,0
44,0.6,0
45,0.68,0
46,0.64,0
47,0.68,0
48,0.4,0
49,0.64,0
50,0.64,0
51,0.6,0
52,0.68,0
53,0.6,0
54,0.72,0
55,0.64,0
56,0.68,0
57,0.72,0
58,0.8,0
59,0.64,0
60,0.72,0
61,0.76,0
62,0.64,0
63,0.92,0
64,0.68,0
65,0.64,0
66,0.8,0
67,0.8,0
68,0.64,0
69,0.76,0
70,0.64,0
71,0.64,0
72,0.6,0
73,0.68,0
74,0.68,0
75,0.68,0
76,0.76,0
77,0.84,0
78,0.64,0
79,0.48,0
80,0.56,0
81,0.72,0
82,0.8,0
83,0.72,0
84,0.68,0
85,0.68,0
86,0.64,0
87,0.68,0
88,0.92,0
89,0.56,0
90,0.68,0
91,0.76,0
92,0.64,0
93,0.56,0
94,0.76,0
95,0.76,0
96,0.68,0
97,0.6,0
98,0.88,0
99,0.84,0
100,0.68,0
101,0.68,0
102,0.72,0
103,0.6,0
104,0.64,0
105,0.8,0
106,0.64,0
107,0.72,0
108,0.72,0
109,0.72,0
110,0.84,0
111,0.64,0
112,0.72,0
113,0.68,0
114,0.84,0
115,0.72,0
116,0.56,0
117,0.6,0
118,0.6,0
119,0.68,0
120,0.68,0
121,0.76,0
122,0.64,0
123,0.68,0
124,0.6,0
125,0.76,0
126,0.76,0
127,0.8,0
128,0.96,0
129,0.68,0
130,0.68,0
131,0.68,0
132,0.8,0
133,0.72,0
134,0.68,0
135,0.72,0
136,0.6,0
137,0.72,0
138,0.6,0
139,0.76,0
140,0.64,0
141,0.72,0
142,0.72,0
143,0.8,0
144,0.6,0
145,0.68,0
146,0.64,0
147,0.72,0
148,0.8,0
149,0.76,0
150,0.64,0
151,0.68,0
152,0.68,0
153,0.64,0
154,0.72,0
155,0.52,0
156,0.84,0
157,0.72,0
158,0.8,0
159,0.72,0
160,0.76,0
161,0.76,0
162,0.76,0
163,0.48,0
164,0.76,0
165,0.8,0
166,0.68,0
167,0.8,0
168,0.8,0
169,0.76,0
170,0.84,0
171,0.68,0
172,0.72,0
173,0.84,0
174,0.72,0
175,0.76,0
176,0.72,0
177,0.72,0
178,0.72,0
179,0.72,0
180,0.72,0
181,0.48,0
182,0.88,0
183,0.8,0
184,0.56,0
185,0.72,0
186,0.72,0
187,0.64,0
188,0.64,0
189,0.76,0
190,0.76,0
191,0.56,0
192,0.8,0
193,0.6,0
194,0.76,0
195,0.72,0
196,0.76,0
197,0.68,0
198,0.64,0
199,0.72,0
200,0.56,0
