,0,1
0,0.44,0
1,0.6,0
2,0.72,0
3,0.68,0
4,0.72,0
5,0.56,0
6,0.68,0
7,0.84,0
8,0.68,0
9,0.68,0
10,0.56,0
11,0.76,0
12,0.52,0
13,0.72,0
14,0.68,0
15,0.6,0
16,0.8,0
17,0.68,0
18,0.6,0
19,0.64,0
20,0.6,0
21,0.6,0
22,0.64,0
23,0.88,0
24,0.68,1
25,0.72,0
26,0.68,0
27,0.56,0
28,0.64,0
29,0.76,0
30,0.64,0
31,0.68,0
32,0.8,0
33,0.72,0
34,0.56,0
35,0.68,0
36,0.6,0
37,0.6,0
38,0.72,0
39,0.56,0
40,0.52,0
41,0.72,0
42,0.76,0
43,0.68,0
44,0.84,0
45,0.64,0
46,0.76,0
47,0.64,0
48,0.88,0
49,0.64,0
50,0.84,0
51,0.68,0
52,0.72,0
53,0.8,0
54,0.76,0
55,0.6,0
56,0.72,0
57,0.6,0
58,0.64,0
59,0.6,0
60,0.8,0
61,0.6,0
62,0.68,0
63,0.76,0
64,0.8,0
65,0.64,0
66,0.72,0
67,0.76,0
68,0.64,0
69,0.76,0
70,0.76,0
71,0.76,0
72,0.76,0
73,0.76,0
74,0.88,0
75,0.84,0
76,0.56,0
77,0.68,0
78,0.84,0
79,0.52,0
80,0.52,0
81,0.8,0
82,0.68,0
83,0.68,0
84,0.8,0
85,0.84,0
86,0.8,0
87,0.68,0
88,0.72,0
89,0.52,0
90,0.72,0
91,0.72,0
92,0.76,0
93,0.76,0
94,0.72,0
95,0.76,0
96,0.72,0
97,0.68,0
98,0.68,0
99,0.72,0
100,0.76,0
101,0.76,0
102,0.72,0
103,0.64,0
104,0.64,0
105,0.68,0
106,0.64,0
107,0.72,0
108,0.76,0
109,0.72,0
110,0.64,0
111,0.64,0
112,0.88,0
113,0.52,0
114,0.92,0
115,0.92,0
116,0.72,0
117,0.76,0
118,0.76,0
119,0.8,0
120,0.76,0
121,0.72,0
122,0.76,0
123,0.64,0
124,0.68,0
125,0.68,0
126,0.72,0
127,0.68,0
128,0.68,0
129,0.8,0
130,0.64,0
131,0.6,0
132,0.6,0
133,0.6,0
134,0.76,0
135,0.76,0
136,0.84,0
137,0.52,0
138,0.68,0
139,0.64,0
140,0.64,0
141,0.64,0
142,0.64,0
143,0.8,0
144,0.84,0
145,0.8,0
146,0.64,0
147,0.64,0
148,0.88,0
149,0.68,0
150,0.52,0
151,0.76,0
152,0.76,0
153,0.68,0
154,0.8,0
155,0.76,0
156,0.92,0
157,0.72,0
158,0.64,0
159,0.84,0
160,0.72,0
161,0.68,0
162,0.8,0
163,0.84,0
164,0.6,0
165,0.72,0
166,0.76,0
167,0.6,0
168,0.6,0
169,0.92,0
170,0.68,0
171,0.72,0
172,0.76,0
173,0.8,0
174,0.64,0
175,0.72,0
176,0.72,0
177,0.64,0
178,0.68,0
179,0.76,0
180,0.6,0
181,0.84,0
182,0.64,0
183,0.64,0
184,0.76,0
185,0.68,0
186,0.6,0
187,0.56,0
188,0.64,0
189,0.64,0
190,0.68,0
191,0.8,0
192,0.68,0
193,0.72,0
194,0.68,0
195,0.84,0
196,0.8,0
197,0.68,0
198,0.72,0
199,0.84,0
200,0.68,0
