,0,1
0,0.48,0
1,0.68,0
2,0.76,0
3,0.76,0
4,0.64,0
5,0.72,0
6,0.56,0
7,0.76,0
8,0.84,0
9,0.8,0
10,0.64,0
11,0.68,0
12,0.76,0
13,0.8,0
14,0.76,0
15,0.68,0
16,0.48,1
17,0.36,0
18,0.2,0
19,0.44,0
20,0.44,0
21,0.4,0
22,0.44,0
23,0.36,0
24,0.48,0
25,0.36,0
26,0.48,0
27,0.52,0
28,0.56,0
29,0.48,0
30,0.56,0
31,0.56,0
32,0.72,0
33,0.64,0
34,0.6,0
35,0.56,0
36,0.6,0
37,0.6,0
38,0.76,0
39,0.68,0
40,0.68,0
41,0.68,0
42,0.64,0
43,0.76,0
44,0.76,0
45,0.8,0
46,0.76,0
47,0.72,0
48,0.8,0
49,0.8,0
50,0.72,0
51,0.8,0
52,0.72,0
53,0.72,0
54,0.76,0
55,0.6,0
56,0.6,0
57,0.8,0
58,0.76,0
59,0.68,0
60,0.8,0
61,0.76,0
62,0.76,0
63,0.68,0
64,0.8,0
65,0.88,0
66,0.8,0
67,0.8,0
68,0.84,0
69,0.88,0
70,0.88,0
71,0.8,0
72,0.84,0
73,0.8,0
74,0.8,0
75,0.8,0
76,0.8,0
77,0.72,0
78,0.76,0
79,0.72,0
80,0.76,0
81,0.84,0
82,0.72,0
83,0.76,0
84,0.92,0
85,0.92,0
86,0.8,0
87,0.88,0
88,0.92,0
89,0.8,0
90,0.84,0
91,0.88,0
92,0.76,0
93,0.84,0
94,0.88,0
95,0.76,0
96,0.72,0
97,0.88,0
98,0.84,0
99,0.72,0
100,0.72,0
101,0.84,0
102,0.92,0
103,0.92,0
104,0.88,0
105,0.8,0
106,0.84,0
107,0.8,0
108,0.88,0
109,0.72,0
110,0.84,0
111,0.88,0
112,0.84,0
113,0.92,0
114,0.8,0
115,0.84,0
116,0.96,0
117,0.72,0
118,0.72,0
119,0.8,0
120,0.84,0
121,0.8,0
122,1.0,0
123,0.72,0
124,0.8,0
125,0.76,0
126,0.88,0
127,0.84,0
128,0.8,0
129,0.88,0
130,0.8,0
131,0.8,0
132,0.92,0
133,0.88,0
134,0.88,0
135,0.84,0
136,0.8,0
137,0.96,0
138,0.92,0
139,0.8,0
140,0.76,0
141,0.88,0
142,0.96,0
143,1.0,0
144,0.84,0
145,0.84,0
146,0.92,0
147,0.96,0
148,0.84,0
149,0.8,0
150,0.92,0
151,0.72,0
152,0.84,0
153,0.84,0
154,0.76,0
155,0.8,0
156,0.84,0
157,0.88,0
158,1.0,0
159,0.88,0
160,0.84,0
161,0.76,0
162,0.84,0
163,0.76,0
164,0.88,0
165,0.84,0
166,0.88,0
167,0.84,0
168,0.88,0
169,0.92,0
170,0.88,0
171,0.88,0
172,0.8,0
173,0.88,0
174,0.84,0
175,0.76,0
176,0.88,0
177,0.84,0
178,0.88,0
179,0.84,0
180,0.88,0
181,0.96,0
182,0.72,0
183,0.96,0
184,0.92,0
185,0.84,0
186,1.0,0
187,0.8,0
188,0.92,0
189,0.88,0
190,0.8,0
191,0.8,0
192,0.84,0
193,0.84,0
194,0.92,0
195,0.8,0
196,0.84,0
197,0.84,0
198,0.92,0
199,0.92,0
200,0.84,0
