,0,1
0,0.48,0
1,0.8,0
2,0.6,0
3,0.68,0
4,0.72,0
5,0.64,0
6,0.76,0
7,0.6,0
8,0.52,1
9,0.68,0
10,0.76,0
11,0.68,0
12,0.52,0
13,0.72,0
14,0.76,0
15,0.76,0
16,0.56,0
17,0.72,0
18,0.72,0
19,0.6,0
20,0.68,0
21,0.64,0
22,0.64,0
23,0.64,0
24,0.76,0
25,0.76,0
26,0.76,0
27,0.68,0
28,0.6,0
29,0.68,0
30,0.68,0
31,0.6,0
32,0.68,0
33,0.76,0
34,0.6,0
35,0.72,0
36,0.8,0
37,0.76,0
38,0.84,0
39,0.76,0
40,0.8,0
41,0.8,0
42,0.88,0
43,0.76,0
44,0.64,0
45,0.6,0
46,0.56,0
47,0.6,0
48,0.56,0
49,0.56,0
50,0.56,0
51,0.72,0
52,0.76,0
53,0.76,0
54,0.68,0
55,0.68,0
56,0.76,0
57,0.6,0
58,0.84,0
59,0.8,0
60,0.48,0
61,0.56,0
62,0.56,0
63,0.84,0
64,0.76,0
65,0.76,0
66,0.88,0
67,0.88,0
68,0.6,0
69,0.76,0
70,0.68,0
71,0.68,0
72,0.6,0
73,0.68,0
74,0.68,0
75,0.56,0
76,0.64,0
77,0.72,0
78,0.76,0
79,0.6,0
80,0.8,0
81,0.64,0
82,0.72,0
83,0.76,0
84,0.72,0
85,0.72,0
86,0.6,0
87,0.72,0
88,0.48,0
89,0.76,0
90,0.72,0
91,0.72,0
92,0.72,0
93,0.72,0
94,0.76,0
95,0.68,0
96,0.8,0
97,0.8,0
98,0.68,0
99,0.84,0
100,0.8,0
101,0.8,0
102,0.76,0
103,0.72,0
104,0.68,0
105,0.68,0
106,0.72,0
107,0.68,0
108,0.64,0
109,0.72,0
110,0.76,0
111,0.52,0
112,0.48,0
113,0.64,0
114,0.64,0
115,0.76,0
116,0.48,0
117,0.72,0
118,0.8,0
119,0.56,0
120,0.8,0
121,0.76,0
122,0.56,0
123,0.88,0
124,0.84,0
125,0.6,0
126,0.52,0
127,0.6,0
128,0.8,0
129,0.72,0
130,0.92,0
131,0.48,0
132,0.72,0
133,0.76,0
134,0.68,0
135,0.8,0
136,0.8,0
137,0.76,0
138,0.64,0
139,0.72,0
140,0.68,0
141,0.68,0
142,0.68,0
143,0.52,0
144,0.76,0
145,0.68,0
146,0.76,0
147,0.68,0
148,0.68,0
149,0.76,0
150,0.72,0
151,0.68,0
152,0.64,0
153,0.68,0
154,0.76,0
155,0.72,0
156,0.88,0
157,0.88,0
158,0.76,0
159,0.8,0
160,0.76,0
161,0.72,0
162,0.68,0
163,0.64,0
164,0.68,0
165,0.76,0
166,0.68,0
167,0.56,0
168,0.76,0
169,0.68,0
170,0.8,0
171,0.72,0
172,0.68,0
173,0.84,0
174,0.8,0
175,0.76,0
176,0.88,0
177,0.6,0
178,0.68,0
179,0.56,0
180,0.68,0
181,0.76,0
182,0.56,0
183,0.6,0
184,0.84,0
185,0.56,0
186,0.68,0
187,0.8,0
188,0.6,0
189,0.76,0
190,0.64,0
191,0.64,0
192,0.76,0
193,0.76,0
194,0.72,0
195,0.6,0
196,0.68,0
197,0.8,0
198,0.72,0
199,0.88,0
200,0.64,0
